id,likes,retweets,replies
1590298824291094529,1,0,2
1590295667196690432,0,0,0
1590294380698820608,1,0,0
1590293369791488001,500,32,1
1590288669595774976,0,0,0
1590288235237818369,1,0,0
1590286861943046145,0,0,0
1590284502286598145,1,0,0
1590283987909758976,1,0,0
1590274519674998785,0,0,0
1590273376886886400,10,3,1
1590268033133486080,0,0,0
1590267133987999745,0,0,0
1590264759123087362,0,0,0
1590263850808782848,8,1,0
1590263316475432966,0,0,0
1590256809587404801,0,0,0
1590252841863716865,0,0,0
1590252799094583298,2,0,0
1590252708740538368,1,0,0
1590248600109723649,3,0,0
1590245657297969157,0,0,0
1590244350616752128,0,0,0
1590241653721534464,1,1,0
1590237899974668288,1,0,0
1590237760887062528,6,2,0
1590235939246575616,2,0,0
1590231454071590913,0,0,0
1590229728061198337,1,1,0
1590228847798104065,1,0,1
1590226367609974788,18,0,2
1590225337748951041,1,0,0
1590222769291075584,0,0,0
1590222262275301376,0,0,0
1590222259570225152,0,0,0
1590220571194843138,0,0,0
1590219383313666051,1,0,0
1590218867066155009,1,0,0
1590215161281142784,0,0,0
1590214612632625153,12,0,0
1590197230925131778,1,0,0
1590192935500275712,0,0,0
1590141744217481216,0,0,0
1590131300811571202,0,1,0
1590126590700068864,1,0,0
1590115717424504832,3,0,0
1590115318697201664,0,0,0
1590105692324900864,0,0,0
1590103985066688512,2,0,0
1590101719366914050,1,0,1
1590092092570849283,0,0,0
1590091240275468288,0,0,0
1590089205568647171,6,1,1
1590087962477219840,1,0,0
1590084644464054272,3,0,2
1590082472909279232,2,0,0
1590079909124542464,0,0,0
1590072175960403968,1,0,1
1590068733225365505,10,0,1
1590062072133341185,1,0,1
1590060554667773952,0,0,0
1590060221539717120,0,0,0
1590053796301791233,2,0,1
1590052542230077443,1,0,0
1590039128690905091,0,0,0
1590029180892323844,0,0,0
1590027696062582784,1,0,0
1590027583953203200,9,1,1
1590024543011471361,1,0,1
1590020249419595777,31,5,0
1590019432931549185,0,0,0
1590017908981260292,0,0,0
1590011308891869185,2,1,0
1590010952803844096,0,0,0
1590010950954151942,0,0,0
1590008851881144320,0,0,0
1590007922150416384,2,1,0
1590007373548376066,2,1,0
1590007162058682368,0,0,0
1590006595651784705,0,0,0
1590005802726629376,1,0,0
1590005799400898560,1,0,0
1590003848693059585,0,0,0
1590003834918932481,1,0,0
1590002239317282821,0,0,0
1590001655596355584,1,0,0
1590000105796800512,2,0,0
1589999056138665985,2,0,0
1589997273077145607,0,0,1
1589996231215890432,0,0,1
1589995830714716161,0,0,1
1589995388823797763,2,1,0
1589989287759843328,1,0,0
1589985619153154050,0,0,0
1589984857941475328,0,0,1
1589983054487236610,1,0,1
1589982859413970944,0,0,0
1589979347565232129,0,0,0
1589979059404013568,0,0,0
1589979042492841986,22,1,2
1589977750403657729,3,0,0
1589977595050795008,0,1,0
1589976655631908866,0,1,2
1589975143065047042,0,0,0
1589974531468578816,2,0,2
1589973852255571970,0,0,0
1589972854061531136,0,0,1
1589972551207620610,0,0,0
1589971505357541376,1,0,0
1589971125731483649,16,2,0
1589969304077770758,0,0,1
1589968615704776706,0,0,0
1589968172916301825,1,0,2
1589967485314514945,17,2,0
1589967034401816576,1,0,0
1589966200913776644,3,0,0
1589964131167248385,10,1,0
1589963576487608327,0,0,0
1589961841375326208,0,0,0
1589960913574014977,0,0,0
1589951542399889408,10,0,0
